<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190408,090000,25559.35,25646.84,25430.43,25646.84,65162848594
20190408,170000,25646.87,25646.87,25646.87,25646.87,3051221670
20190409,090000,25646.87,25954,25646.87,25952.38,76022586561
20190409,170000,25952.4,25952.4,25952.4,25952.4,2921483833
20190410,090000,25952.4,26647.76,25952.4,26647.76,78958491779
20190410,170000,26643.17,26643.17,26643.17,26643.17,3441303765
20190413,090000,26643.17,27161.57,26643.17,27119.83,79960513916
20190414,090000,27119.83,27295.96,27105.66,27295.83,68143527899
20190414,130000,27295.82,27295.82,27295.75,27295.75,10819207510
20190414,170000,27295.71,27295.71,27295.71,27295.71,2704467845
20190415,090000,27295.71,27959.81,27295.71,27900.64,78653415778
20190416,090000,27900.61,27958.11,27726.79,27729.91,150166262847
20190416,170000,27729,27729,27729,27729,8424332652
20190417,090000,27729,27729,27314.13,27544.46,57301630289
20190417,130000,27544.45,27545.05,27544.45,27544.97,34532568746
20190417,170000,27544.98,27545,27516.86,27516.86,49278009727
20190420,090000,27516.86,28346.58,27516.86,28346.58,93338816091
20190420,170000,28325.49,28325.49,28325.49,28325.49,3797719149
20190422,090000,28325.49,28747.09,28325.49,28391.43,186802674527
20190422,130000,28391.42,28391.42,28391.42,28391.42,6428462448
20190422,170000,28391.45,28391.45,28391.45,28391.45,6428462448
20190423,090000,28391.45,28391.45,28249.83,28282.15,55993734478
20190423,130000,28282.25,28282.25,28282.25,28282.25,3580751950
20190424,090000,28282.25,28642.89,28282.25,28642.42,110684680647
20190424,170000,28642.36,28642.36,28642.36,28642.36,5018152839
20190427,090000,28642.36,29172.44,28642.36,29165.99,109473937176
20190427,170000,29165.93,29165.93,29165.93,29165.93,4338695100
20190428,090000,29165.93,29666.36,29165.93,29666.36,98532952453
20190428,170000,29666.33,29666.33,29666.33,29666.33,4252405668
20190429,090000,29666.33,30293.3,29666.33,30293.25,117730398904
20190429,130000,30293.27,30293.27,30293.2,30293.2,26393560744
20190430,090000,30293.23,30867.87,30293.23,30573.15,138170803339
20190501,090000,30573.15,31111.96,30573.15,31111.65,105202174886
20190501,130000,31111.68,31111.68,31111.68,31111.68,4662577787
